CSV DOWNLOAD
GPSlog232R2 v2.0 - ID:6112
DATE;TIME;LONDEG;LATDEG;HMSL;FIX;HACC;SV;TTFF;TEMP;VBAT;
000101;000155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;13827;3.521;
000101;010155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;14973;3.507;
150825;234459;0.0000000;90.0000000;487.000;NO;9998.976;0;0;15129;3.501;
150826;000155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;15123;3.487;
150826;010155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;15237;3.499;
150826;020150;-50.6871134;67.0092918;-34.954;2D;3.792;5;86;15429;3.508;
150826;030155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;15545;3.500;
150826;040150;0.0000000;90.0000000;487.000;NO;9998.976;0;0;15747;3.501;
150826;050150;0.0000000;90.0000000;487.000;NO;9998.976;0;0;15935;3.505;
150826;060155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;16069;3.499;
150826;070150;0.0000000;90.0000000;487.000;NO;9998.976;0;0;16131;3.501;
150826;080155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;16065;3.498;
150826;090155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;16127;3.498;
150826;100155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;16255;3.498;
150826;110150;-50.6954118;67.0113081;-33.532;3D;31.440;4;33;17212;3.511;
150826;120150;-50.6955431;67.0113976;-34.494;3D;44.810;6;47;22041;3.490;
150826;130150;-50.6954759;67.0116338;30.751;3D;2.652;6;41;23167;3.475;
150826;140150;-50.6953980;67.0116672;46.342;3D;3.249;6;47;23304;3.475;
150826;150150;-50.6955884;67.0117154;57.930;3D;3.727;8;47;23041;3.463;
150826;160150;-50.6956254;67.0117339;46.356;3D;4.345;6;35;21694;3.479;
150826;170150;-50.6957971;67.0118010;42.835;3D;8.406;5;47;17990;3.479;
150826;200150;-49.1579907;66.9910344;1091.234;3D;2.673;9;35;25022;3.482;
150826;210150;-49.1579804;66.9910460;1096.398;3D;2.563;9;35;28094;3.472;
150826;220150;-49.1580090;66.9910301;1097.254;3D;2.936;8;35;31679;3.456;
150826;230150;-49.1579820;66.9910312;1103.712;3D;1.211;12;35;34426;3.441;
150827;000150;-49.1579731;66.9910242;1093.986;3D;1.273;10;35;36222;3.442;
150827;010150;-49.1579808;66.9910062;1092.464;3D;1.600;9;39;36676;3.441;
150827;020150;-49.1579677;66.9910358;1097.541;3D;1.186;12;35;36734;3.439;
150827;030150;-49.1579703;66.9910352;1099.766;3D;1.195;11;35;36604;3.438;
150827;040150;-49.1579782;66.9910370;1096.099;3D;1.595;11;35;36542;3.438;
150827;050150;-49.1579683;66.9910359;1098.446;3D;1.666;11;35;36478;3.433;
150827;060150;-49.1579837;66.9910296;1094.601;3D;1.351;10;35;36086;3.429;
150827;070150;-49.1579815;66.9910411;1099.282;3D;1.793;8;35;36028;3.439;
150827;080150;-49.1579590;66.9910397;1094.226;3D;1.818;11;41;33774;3.439;
150827;090150;-49.1580053;66.9910526;1101.886;3D;2.812;9;35;33660;3.447;
150827;100150;-49.1579770;66.9910108;1084.936;3D;1.808;8;41;31111;3.450;
150827;110150;-49.1579722;66.9910358;1092.503;3D;1.658;10;35;28927;3.458;
150827;120150;-49.1580025;66.9910433;1095.534;3D;1.486;11;35;27058;3.456;
150827;130150;-49.1579771;66.9910471;1099.090;3D;1.467;10;35;25855;3.451;
150827;140150;-49.1579920;66.9910328;1091.129;3D;1.156;13;35;23486;3.466;
150827;150150;-49.1580087;66.9910544;1097.325;3D;1.590;13;35;22014;3.470;
150827;160150;-49.1579746;66.9910754;1097.425;3D;1.724;11;35;22334;3.476;
150827;170150;-49.1579768;66.9910384;1100.392;3D;1.711;11;35;22143;3.474;
150827;180150;-49.1579663;66.9910308;1095.817;3D;1.355;11;35;22966;3.473;
150827;190150;-49.1580043;66.9910198;1095.644;3D;1.574;9;35;24446;3.476;
150827;200150;-49.1579879;66.9910252;1094.519;3D;2.419;9;35;25022;3.470;
150827;210150;-49.1579831;66.9910381;1093.807;3D;2.624;9;35;25564;3.468;
150827;220150;-49.1580101;66.9910422;1095.256;3D;2.198;8;35;25910;3.466;
150827;230150;-49.1579696;66.9910235;1103.041;3D;1.511;11;41;25867;3.467;
150828;000150;-49.1579677;66.9910288;1095.327;3D;1.310;10;35;25918;3.471;
150828;010150;-49.1579756;66.9910148;1093.324;3D;1.839;9;35;26177;3.468;
150828;020150;-49.1579513;66.9910383;1100.054;3D;1.260;12;35;26371;3.470;
150828;030150;-49.1579763;66.9910455;1098.170;3D;1.227;11;35;26945;3.468;
150828;040150;-49.1579864;66.9910287;1094.473;3D;1.366;12;35;27070;3.463;
150828;050150;-49.1580064;66.9910270;1095.809;3D;1.431;12;35;27134;3.456;
150828;060150;-49.1580009;66.9910251;1096.005;3D;1.645;9;35;26881;3.458;
150828;070150;-49.1579582;66.9910141;1086.187;3D;3.803;6;41;26799;3.457;
150828;080150;-49.1579747;66.9910492;1095.899;3D;1.999;11;35;26891;3.465;
150828;090150;-49.1580326;66.9910711;1102.613;3D;1.972;9;41;26618;3.468;
150828;100150;-49.1580218;66.9910243;1094.178;3D;2.006;8;41;26494;3.464;
150828;110150;-49.1580025;66.9910393;1092.707;3D;1.588;10;35;26303;3.467;
150828;120150;-49.1580002;66.9910770;1105.826;3D;1.718;9;35;25598;3.468;
150828;130150;-49.1579775;66.9910592;1099.847;3D;1.467;10;35;25418;3.471;
150828;140150;-49.1580141;66.9910372;1091.276;3D;1.131;13;35;24639;3.468;
150828;150150;-49.1579968;66.9910511;1098.731;3D;1.598;13;35;24767;3.471;
150828;160150;-49.1579928;66.9910607;1102.099;3D;1.574;11;35;23870;3.468;
150828;170150;-49.1579875;66.9910401;1095.298;3D;2.493;10;35;24259;3.473;
150828;180150;-49.1579810;66.9910307;1094.804;3D;1.618;11;35;24574;3.468;
150828;190150;-49.1579809;66.9910132;1093.940;3D;2.350;9;41;25058;3.471;
150828;200150;-49.1579906;66.9910290;1093.489;3D;2.294;9;41;25534;3.472;
150828;210150;-49.1579653;66.9910530;1096.168;3D;2.399;8;35;26209;3.455;
150828;220150;-49.1579663;66.9910376;1097.629;3D;1.861;10;35;26367;3.465;
150828;230150;-49.1579974;66.9910351;1101.097;3D;1.232;10;35;26498;3.464;
150829;000150;-49.1579859;66.9910289;1094.434;3D;1.289;10;35;26622;3.465;
150829;010150;-49.1579819;66.9910099;1092.801;3D;1.992;9;35;26558;3.464;
150829;020150;-49.1580026;66.9910279;1099.982;3D;1.311;12;35;26494;3.463;
150829;030150;-49.1579886;66.9910324;1098.834;3D;1.189;11;35;26494;3.465;
150829;040150;-49.1580065;66.9910320;1094.871;3D;1.739;10;35;26558;3.466;
150829;050150;-49.1580005;66.9910312;1097.634;3D;1.396;12;35;26430;3.464;
150829;060150;-49.1579958;66.9910263;1094.205;3D;1.332;11;35;26367;3.464;
150829;070150;-49.1579946;66.9910166;1095.809;3D;1.539;8;41;26436;3.465;
150829;080150;-49.1579863;66.9910394;1094.906;3D;1.986;11;41;26558;3.465;
150829;090150;-49.1580432;66.9910594;1104.365;3D;2.688;10;41;26169;3.468;
150829;100150;-49.1580259;66.9910021;1087.336;3D;1.963;8;41;25916;3.465;
150829;110150;-49.1580221;66.9910365;1094.237;3D;2.143;9;35;25723;3.468;
150829;120150;-49.1580159;66.9910480;1099.076;3D;1.309;10;35;25470;3.465;
150829;130150;-49.1579809;66.9910225;1095.443;3D;1.656;8;35;24773;3.471;
150829;140150;-49.1580125;66.9910277;1094.953;3D;1.246;11;35;24446;3.468;
150829;150150;-49.1579960;66.9910642;1103.634;3D;1.427;13;35;24508;3.471;
150829;160150;-49.1579945;66.9910825;1097.423;3D;2.114;10;41;23944;3.471;
150829;170150;-49.1579732;66.9910352;1097.502;3D;1.476;10;35;24062;3.463;
150829;180150;-49.1580055;66.9910392;1095.459;3D;1.725;10;41;23679;3.469;
150829;190150;-49.1580089;66.9910384;1096.807;3D;2.205;10;41;25086;3.460;
150829;200150;-49.1579943;66.9910313;1095.146;3D;2.671;9;35;24958;3.469;
150829;210150;-49.1579712;66.9910432;1097.387;3D;1.715;10;35;25538;3.467;
150829;220150;-49.1579491;66.9910384;1101.967;3D;1.960;10;35;26046;3.468;
150829;230150;-49.1580049;66.9910405;1101.781;3D;1.538;11;35;26229;3.464;
150830;000150;-49.1579911;66.9910255;1095.547;3D;1.267;11;35;26253;3.453;
150830;010150;-49.1580091;66.9910048;1090.778;3D;1.761;9;35;26299;3.459;
150830;020150;-49.1580013;66.9910156;1095.381;3D;1.373;12;35;26430;3.464;
150830;030150;-49.1580043;66.9910330;1098.081;3D;1.160;12;35;26367;3.465;
150830;040150;-49.1579908;66.9910267;1096.377;3D;1.410;11;35;26432;3.463;
150830;050150;-49.1580028;66.9910227;1096.347;3D;1.576;11;35;26430;3.465;
150830;060150;-49.1579895;66.9910226;1094.253;3D;1.934;10;41;26357;3.467;
150830;070150;-49.1579943;66.9910191;1095.576;3D;1.495;8;41;26562;3.465;
150830;080150;-49.1579907;66.9910323;1094.385;3D;1.916;11;41;26115;3.462;
150830;090150;-49.1580311;66.9910543;1103.373;3D;2.677;10;41;25470;3.470;
150830;100150;-49.1580068;66.9910390;1096.639;3D;1.725;10;35;22713;3.473;
150830;110150;-49.1580334;66.9910360;1095.126;3D;1.277;10;41;24255;3.472;
150830;120150;-49.1579938;66.9910393;1098.856;3D;1.328;11;35;24087;3.469;
150830;130150;-49.1579950;66.9910325;1095.544;3D;1.367;10;35;22334;3.473;
150830;140150;-49.1579962;66.9910383;1096.609;3D;1.133;13;35;22782;3.475;
150830;150150;-49.1579912;66.9910456;1099.984;3D;1.432;12;35;21950;3.470;
150830;160150;-49.1579893;66.9910705;1100.077;3D;2.268;10;35;22974;3.479;
150830;170150;-49.1579922;66.9910342;1094.434;3D;1.945;9;35;22079;3.460;
150830;180150;-49.1579933;66.9910382;1097.087;3D;1.322;11;41;22910;3.467;
150830;190150;-49.1579989;66.9910309;1097.931;3D;2.485;9;35;24261;3.468;
150830;200150;-49.1580054;66.9910352;1097.945;3D;2.541;9;41;24645;3.464;
150830;210150;-49.1580085;66.9910469;1103.430;3D;2.991;8;35;25598;3.465;
150830;220150;-49.1579881;66.9910365;1100.640;3D;1.778;10;35;26046;3.466;
150830;230150;-49.1579935;66.9910179;1102.030;3D;1.386;10;35;26108;3.453;
150831;000150;-49.1580160;66.9910257;1095.328;3D;1.337;10;35;26430;3.463;
150831;010150;-49.1579954;66.9910125;1095.618;3D;1.582;11;35;25887;3.463;
150831;020150;-49.1579881;66.9910347;1098.543;3D;1.221;12;35;26110;3.455;
150831;030150;-49.1579897;66.9910508;1097.664;3D;1.300;10;35;26046;3.468;
150831;040150;-49.1580020;66.9910312;1095.718;3D;1.368;12;35;25791;3.468;
150831;050150;-49.1580318;66.9910299;1098.898;3D;1.693;10;35;25601;3.466;
150831;060150;-49.1580160;66.9910278;1097.329;3D;1.346;11;41;26175;3.465;
150831;070150;-49.1580121;66.9910194;1094.742;3D;1.433;8;41;26034;3.468;
150831;080150;-49.1580096;66.9910476;1097.103;3D;1.383;11;41;26110;3.467;
150831;090150;-49.1580389;66.9910555;1104.089;3D;2.509;10;35;25727;3.468;
150831;100150;-49.1580467;66.9910044;1088.383;3D;1.743;9;41;25460;3.465;
150831;110150;-49.1580408;66.9910348;1094.685;3D;1.600;10;41;25022;3.464;
150831;120150;-49.1580155;66.9910395;1099.613;3D;1.319;11;35;24510;3.464;
150831;130150;-49.1579939;66.9910366;1094.098;3D;1.407;12;41;25791;3.465;
150831;140150;-49.1580248;66.9910306;1092.232;3D;1.270;12;41;25470;3.466;
150831;150150;-49.1580222;66.9910707;1104.999;3D;1.489;12;35;25532;3.456;
150831;160150;-49.1580284;66.9910329;1099.474;3D;1.908;11;35;24382;3.470;
150831;170150;-49.1580248;66.9910247;1097.255;3D;1.441;10;35;24767;3.465;
150831;180150;-49.1580205;66.9910394;1095.151;3D;2.213;9;41;25279;3.467;
150831;190150;-49.1580181;66.9910331;1100.781;3D;2.363;10;41;24382;3.468;
150831;200150;-49.1580152;66.9910342;1098.581;3D;1.520;9;35;25510;3.469;
150831;210150;-49.1580207;66.9910436;1103.472;3D;2.948;9;35;26046;3.466;
150831;220150;-49.1580109;66.9910279;1097.904;3D;1.979;9;35;27002;3.450;
150831;230150;-49.1580366;66.9910190;1099.929;3D;1.263;11;35;28542;3.463;
150901;000150;-49.1580179;66.9910240;1097.037;3D;1.358;10;35;28799;3.451;
150901;010150;-49.1580190;66.9910148;1095.809;3D;1.605;11;35;29630;3.455;
150901;020150;-49.1580037;66.9910192;1097.011;3D;1.912;11;35;29433;3.446;
150901;030150;-49.1580054;66.9910355;1095.825;3D;1.393;10;35;29662;3.453;
150901;040150;-49.1579999;66.9910233;1095.531;3D;1.363;11;35;30142;3.453;
150901;050150;-49.1580146;66.9910316;1099.792;3D;1.266;11;35;30190;3.444;
150901;060150;-49.1580180;66.9910240;1096.726;3D;1.741;10;41;30591;3.450;
150901;070150;-49.1580254;66.9910172;1096.727;3D;1.616;9;41;30847;3.449;
150901;080150;-49.1580149;66.9910389;1097.337;3D;1.746;11;35;30909;3.449;
150901;090150;-49.1580475;66.9910518;1103.065;3D;3.160;9;35;28799;3.450;
150901;100150;-49.1580374;66.9910342;1094.789;3D;1.704;10;35;29061;3.459;
150901;110150;-49.1580592;66.9910483;1097.196;3D;1.583;10;41;27002;3.456;
150901;120150;-49.1580450;66.9910476;1100.941;3D;1.822;10;35;23358;3.464;
150901;130150;-49.1580350;66.9910168;1091.457;3D;1.660;11;35;22462;3.471;
150901;140150;-49.1580378;66.9910394;1094.191;3D;1.220;13;35;22206;3.476;
150901;150150;-49.1580439;66.9910556;1100.424;3D;1.813;14;35;21573;3.477;
150901;160150;-49.1580325;66.9910522;1102.092;3D;1.864;12;35;20420;3.480;
150901;170150;-49.1580268;66.9910296;1097.138;3D;1.605;10;35;21302;3.477;
150901;180150;-49.1580320;66.9910352;1097.315;3D;1.653;9;41;21496;3.479;
150901;190150;-49.1580409;66.9910255;1098.781;3D;2.424;9;41;21502;3.480;
150901;200150;-49.1580083;66.9910346;1102.558;3D;1.397;8;41;23370;3.479;
150901;210150;-49.1579934;66.9910354;1099.109;3D;2.719;9;41;24121;3.473;
150901;220150;-49.1580096;66.9910380;1100.420;3D;1.572;9;35;26943;3.471;
150901;230150;-49.1580335;66.9910224;1098.913;3D;1.223;11;35;30130;3.457;
150902;000150;-49.1580337;66.9910221;1095.647;3D;1.564;11;35;30718;3.452;
150902;010150;-49.1579995;66.9910159;1096.818;3D;1.693;9;35;30847;3.451;
150902;020150;-49.1580128;66.9910338;1098.671;3D;1.245;12;35;31353;3.447;
150902;030150;-49.1580135;66.9910410;1098.065;3D;1.139;12;35;31359;3.439;
150902;040150;-49.1580284;66.9910315;1095.816;3D;1.394;11;35;30463;3.446;
150902;050150;-49.1580372;66.9910352;1098.505;3D;1.286;11;35;30190;3.449;
150902;060150;-49.1580354;66.9910197;1095.222;3D;2.173;10;41;31295;3.452;
150902;070150;-49.1580066;66.9910280;1097.216;3D;1.770;10;41;31877;3.447;
150902;080150;-49.1580278;66.9910387;1097.966;3D;1.826;12;35;32119;3.432;
150902;090150;-49.1580528;66.9910435;1102.013;3D;2.671;10;41;31105;3.447;
150902;100150;-49.1580657;66.9910029;1087.209;3D;1.646;8;35;28658;3.452;
150902;110150;-49.1580627;66.9910382;1096.469;3D;1.837;10;35;27518;3.451;
150902;120150;-49.1580586;66.9910399;1100.901;3D;1.789;11;35;24898;3.460;
150902;130150;-49.1580280;66.9910294;1095.231;3D;1.360;13;35;21121;3.475;
150902;140150;-49.1580170;66.9910357;1095.048;3D;1.867;12;35;21310;3.478;
150902;150150;-49.1580283;66.9910665;1100.226;3D;1.823;12;35;20545;3.479;
150902;160150;-49.1580381;66.9910676;1098.564;3D;1.470;11;41;18622;3.481;
150902;170150;-49.1580261;66.9910282;1097.599;3D;1.578;11;40;16984;3.487;
150902;180150;-49.1580017;66.9910249;1099.497;3D;1.311;10;35;19537;3.490;
150902;190150;-49.1580401;66.9910248;1095.178;3D;2.426;10;41;20997;3.488;
150902;200150;-49.1580246;66.9910486;1097.059;3D;3.716;7;41;21694;3.487;
150902;210150;-49.1580647;66.9910459;1104.892;3D;2.776;10;35;24318;3.479;
150902;220150;-49.1580495;66.9910425;1097.120;3D;1.713;10;35;27903;3.466;
150902;230150;-49.1580300;66.9910180;1100.751;3D;1.332;12;35;30399;3.459;
150903;000150;-49.1580351;66.9910224;1098.509;3D;1.421;11;35;30708;3.452;
150903;010150;-49.1580316;66.9910044;1095.215;3D;1.590;11;35;30975;3.447;
150903;020150;-49.1580388;66.9910290;1098.588;3D;1.733;11;35;30975;3.446;
150903;030150;-49.1580261;66.9910274;1097.842;3D;1.253;12;35;30845;3.448;
150903;040150;-49.1580429;66.9910141;1096.583;3D;1.520;10;35;30805;3.451;
150903;050150;-49.1580322;66.9910043;1095.679;3D;1.333;11;35;31167;3.444;
150903;060150;-49.1580396;66.9910145;1093.414;3D;1.354;10;35;31039;3.447;
150903;070150;-49.1580266;66.9910117;1091.478;3D;2.438;9;41;30783;3.443;
150903;080150;-49.1580330;66.9910407;1096.981;3D;2.023;12;35;30911;3.450;
150903;090150;-49.1580633;66.9910489;1101.159;3D;2.522;9;35;30463;3.449;
150903;100150;-49.1580469;66.9910318;1093.534;3D;1.752;9;41;29118;3.441;
150903;110150;-49.1580491;66.9910459;1094.420;3D;2.066;10;35;25974;3.459;
150903;120150;-49.1580422;66.9910355;1098.127;3D;1.480;13;35;25605;3.463;
150903;130150;-49.1580302;66.9910257;1094.495;3D;1.245;13;35;23422;3.470;
150903;140150;-49.1580281;66.9910346;1094.095;3D;1.537;13;35;22655;3.470;
150903;150150;-49.1580360;66.9910659;1102.116;3D;1.561;12;35;21938;3.474;
150903;160150;-49.1580558;66.9910626;1095.447;3D;2.066;11;35;19262;3.480;
150903;170150;-49.1580256;66.9910434;1098.582;3D;1.411;11;35;22910;3.476;
150903;180150;-49.1580148;66.9910378;1097.911;3D;1.316;10;41;23745;3.477;
150903;190150;-49.1580197;66.9910308;1098.255;3D;2.647;9;35;23490;3.468;
150903;200150;-49.1580338;66.9910377;1097.343;3D;2.216;10;35;24767;3.472;
150903;210150;-49.1580739;66.9910629;1104.549;3D;2.360;9;35;25727;3.470;
150903;220150;-49.1580311;66.9910315;1101.194;3D;1.601;12;35;26393;3.462;
150903;230150;-49.1580440;66.9910222;1099.420;3D;1.617;11;41;26430;3.460;
150904;000150;-49.1580548;66.9910288;1096.696;3D;1.938;10;35;26687;3.461;
150904;010150;-49.1580419;66.9910226;1097.661;3D;1.457;11;35;25827;3.464;
150904;020150;-49.1580358;66.9910294;1100.264;3D;1.329;12;35;26305;3.462;
150904;030150;-49.1580324;66.9910331;1099.886;3D;1.405;11;35;26249;3.462;
150904;040150;-49.1580445;66.9910195;1092.741;3D;1.495;11;35;26175;3.461;
150904;050150;-49.1580572;66.9910194;1096.610;3D;1.457;12;35;25918;3.462;
150904;060150;-49.1580542;66.9910210;1094.186;3D;1.497;9;41;26179;3.452;
150904;070150;-49.1580211;66.9910374;1094.955;3D;1.886;11;41;26305;3.457;
150904;080150;-49.1580392;66.9910434;1096.879;3D;1.933;12;35;26303;3.451;
150904;090150;-49.1580572;66.9910573;1102.221;3D;3.774;8;41;26239;3.453;
150904;100150;-49.1580291;66.9910323;1094.313;3D;1.457;10;35;26169;3.457;
150904;110150;-49.1580674;66.9910505;1096.576;3D;1.837;11;35;25659;3.451;
150904;120150;-49.1580328;66.9910434;1098.175;3D;1.416;12;35;25918;3.462;
150904;130150;-49.1580504;66.9910317;1094.729;3D;1.066;14;35;25663;3.463;
150904;140150;-49.1580467;66.9910460;1097.364;3D;1.383;13;35;25623;3.463;
150904;150150;-49.1580737;66.9910740;1101.350;3D;1.639;11;35;25151;3.465;
150904;160150;-49.1580609;66.9910351;1099.677;3D;1.452;12;35;25663;3.464;
150904;170150;-49.1580583;66.9910435;1096.495;3D;1.956;10;35;26110;3.459;
150904;180150;-49.1580688;66.9910189;1096.405;3D;1.699;8;41;26121;3.460;
150904;190150;-49.1580480;66.9910303;1100.075;3D;2.528;10;35;26289;3.463;
150904;200150;-49.1580416;66.9910313;1098.423;3D;2.207;10;41;26556;3.462;
150904;210150;-49.1580529;66.9910582;1105.099;3D;2.194;7;35;26825;3.454;
150904;220150;-49.1580630;66.9910355;1101.618;3D;1.244;10;35;27070;3.456;
150904;230150;-49.1580447;66.9910197;1099.026;3D;1.264;12;35;27325;3.459;
150905;000150;-49.1580331;66.9910113;1095.286;3D;1.820;10;35;27263;3.450;
150905;010150;-49.1580559;66.9910047;1093.517;3D;1.579;11;35;27070;3.456;
150905;020150;-49.1580460;66.9910469;1102.597;3D;1.514;9;35;27134;3.460;
150905;030150;-49.1580378;66.9910375;1096.888;3D;1.562;10;35;27070;3.456;
150905;040150;-49.1580691;66.9910185;1091.067;3D;1.443;9;35;27199;3.456;
150905;050150;-49.1580717;66.9910239;1097.418;3D;2.173;10;35;26972;3.453;
150905;060150;-49.1580538;66.9910339;1097.620;3D;2.931;8;41;27134;3.458;
150905;070150;-49.1580304;66.9910148;1093.141;3D;1.973;9;41;27455;3.459;
150905;080150;-49.1580532;66.9910354;1096.726;3D;1.424;11;35;27524;3.456;
150905;090150;-49.1580719;66.9910435;1101.280;3D;2.188;8;41;27711;3.449;
150905;100150;-49.1580606;66.9910358;1094.264;3D;1.606;10;35;27455;3.455;
150905;110150;-49.1580875;66.9910468;1097.427;3D;1.770;11;35;26687;3.456;
150905;120150;-49.1580644;66.9910417;1099.091;3D;1.499;13;35;24506;3.465;
150905;130150;-49.1580668;66.9910220;1090.807;3D;1.477;14;35;22655;3.471;
150905;140150;-49.1580690;66.9910327;1094.740;3D;1.510;13;35;20806;3.475;
150905;150150;-49.1580826;66.9910517;1101.893;3D;1.457;12;35;16636;3.484;
150905;160150;-49.1580553;66.9910397;1099.789;3D;1.995;11;35;18504;3.491;
150905;170150;-49.1580370;66.9910335;1096.603;3D;1.261;11;35;17864;3.486;
150905;180150;-49.1580749;66.9910250;1092.667;3D;1.893;10;41;19578;3.488;
150905;190150;-49.1580720;66.9910274;1098.261;3D;2.392;10;35;19352;3.491;
150905;200150;-49.1580502;66.9910371;1096.339;3D;2.465;9;35;22145;3.486;
150905;210150;-49.1580716;66.9910548;1107.218;3D;2.756;8;41;26303;3.476;
150905;220150;-49.1580584;66.9910216;1102.730;3D;1.157;11;35;27582;3.462;
150905;230150;-49.1580630;66.9910190;1099.081;3D;1.463;11;35;28032;3.453;
150906;000150;-49.1580431;66.9910115;1096.572;3D;1.535;10;35;29375;3.455;
150906;010150;-49.1580395;66.9910254;1097.663;3D;1.338;11;35;28481;3.452;
150906;020150;-49.1580341;66.9910329;1099.257;3D;1.359;11;35;29391;3.448;
150906;030150;-49.1580385;66.9910361;1097.230;3D;1.184;12;35;29375;3.450;
150906;040150;-49.1580579;66.9910185;1093.391;3D;1.470;10;35;29247;3.448;
150906;050204;-49.1580720;66.9910220;1096.197;3D;1.394;11;41;29055;3.440;
150906;060150;-49.1580643;66.9910253;1097.809;3D;1.847;11;41;29118;3.443;
150906;070150;-49.1580393;66.9910430;1095.094;3D;1.850;11;41;28843;3.448;
150906;080150;-49.1580581;66.9910376;1099.246;3D;1.841;11;41;28463;3.455;
150906;090150;-49.1580341;66.9910184;1089.933;3D;2.355;7;35;28355;3.455;
150906;100150;-49.1580761;66.9910303;1093.453;3D;2.032;9;41;27457;3.449;
150906;110150;-49.1580888;66.9910373;1093.938;3D;1.588;8;35;25464;3.459;
150906;120150;-49.1580588;66.9910427;1096.661;3D;1.640;12;35;24831;3.463;
150906;130150;-49.1580919;66.9910345;1092.807;3D;1.206;13;35;25729;3.464;
150906;140150;-49.1580817;66.9910444;1095.514;3D;2.028;13;35;23870;3.462;
150906;150150;-49.1580823;66.9910606;1101.270;3D;1.386;12;35;22143;3.474;
150906;160150;-49.1580452;66.9910414;1096.223;3D;1.905;11;35;21055;3.474;
150906;170150;-49.1580533;66.9910262;1096.392;3D;1.467;10;35;23615;3.464;
150906;180150;-49.1580613;66.9910117;1095.052;3D;1.982;11;35;26367;3.458;
150906;190150;-49.1580651;66.9910274;1095.320;3D;2.573;9;35;25851;3.460;
150906;200150;-49.1580703;66.9910383;1097.639;3D;2.044;10;35;27512;3.460;
150906;210150;-49.1580271;66.9910426;1099.624;3D;2.391;8;35;27711;3.450;
150906;220150;-49.1580673;66.9910174;1102.472;3D;1.163;11;35;25994;3.458;
150906;230150;-49.1580494;66.9910198;1099.080;3D;1.152;12;35;26094;3.452;
150907;000150;-49.1580588;66.9910137;1095.546;3D;1.765;11;35;25592;3.457;
150907;010150;-49.1580735;66.9910106;1096.852;3D;1.535;10;35;25972;3.463;
150907;020150;-49.1580846;66.9910462;1097.673;3D;1.931;9;35;25857;3.461;
150907;030150;-49.1580673;66.9910333;1096.394;3D;1.308;11;35;26183;3.463;
150907;040150;-49.1580807;66.9910051;1091.026;3D;1.529;10;35;26494;3.463;
150907;050150;-49.1580805;66.9910257;1095.661;3D;1.689;11;35;26879;3.457;
150907;060150;-49.1580676;66.9910451;1100.893;3D;2.704;10;41;27048;3.459;
150907;070150;-49.1580542;66.9910216;1093.575;3D;2.009;10;35;27457;3.457;
150907;080150;-49.1580727;66.9910419;1100.484;3D;2.007;10;41;27477;3.453;
150907;090150;-49.1580812;66.9910350;1099.785;3D;2.553;8;41;27169;3.447;
150907;100150;-49.1580695;66.9910322;1092.658;3D;1.780;10;41;24643;3.449;
150907;110150;-49.1580883;66.9910481;1098.554;3D;1.564;11;35;25570;3.461;
150907;120150;-49.1580699;66.9910476;1098.046;3D;1.886;11;35;23806;3.460;
150907;130150;-49.1580576;66.9910258;1093.021;3D;1.430;12;35;23968;3.471;
150907;140150;-49.1580682;66.9910410;1094.449;3D;1.753;13;35;22143;3.468;
150907;150150;-49.1580624;66.9910678;1099.147;3D;1.450;12;35;23687;3.467;
150907;160150;-49.1580338;66.9910653;1100.438;3D;2.121;11;35;23745;3.466;
150907;170150;-49.1580585;66.9910259;1095.708;3D;1.407;10;41;23544;3.464;
150907;180150;-49.1580794;66.9910296;1093.272;3D;1.354;10;35;22721;3.471;
150907;190150;-49.1580589;66.9910346;1096.003;3D;2.101;9;41;21818;3.468;
150907;200150;-49.1580691;66.9910353;1097.029;3D;2.350;10;35;24701;3.459;
150907;210150;-49.1580569;66.9910309;1101.022;3D;1.900;9;35;25791;3.466;
150907;220150;-49.1580672;66.9910235;1101.813;3D;1.354;10;35;26367;3.461;
150907;230150;-49.1580767;66.9910197;1095.293;3D;1.219;10;35;26359;3.461;
150908;000150;-49.1580722;66.9910188;1096.415;3D;1.539;11;35;26189;3.458;
150908;010150;-49.1580549;66.9910165;1101.119;3D;1.222;11;35;25657;3.459;
150908;020150;-49.1580667;66.9910275;1100.371;3D;1.406;12;35;26494;3.459;
150908;030150;-49.1580549;66.9910379;1099.274;3D;1.586;12;35;27955;3.456;
150908;040150;-49.1580803;66.9910308;1096.802;3D;1.401;12;35;27967;3.452;
150908;050150;-49.1580845;66.9910214;1094.947;3D;1.705;11;35;28287;3.451;
150908;060150;-49.1580813;66.9910118;1092.775;3D;2.024;8;35;28869;3.453;
150908;070150;-49.1580615;66.9910386;1095.259;3D;2.069;11;41;29567;3.445;
150908;080150;-49.1580963;66.9910461;1101.464;3D;2.035;10;35;29439;3.445;
150908;090150;-49.1580656;66.9910273;1092.159;3D;2.031;8;41;29630;3.445;
150908;100150;-49.1580762;66.9910321;1091.917;3D;1.592;10;35;28351;3.449;
