CSV DOWNLOAD 
GPSlog232R2 v2.0 - ID:6112 
DATE;TIME;LONDEG;LATDEG;HMSL;FIX;HACC;SV;TTFF;TEMP;VBAT; 
151124;010150;-49.1594552;66.9899994;-35.495;2D;8.421;3;47;41278;3.324;
151124;020155;0.0000000;90.0000000;487.000;NO;9998.976;0;0;41535;3.319;
151124;030150;-49.1585356;66.9910489;1104.763;3D;1.790;10;38;42878;3.313;
151124;040150;-49.1585872;66.9910595;1092.077;2D;2.337;4;41;40382;3.308;
151124;050150;-49.1585241;66.9910214;1091.046;3D;1.565;10;35;42878;3.313;
151124;060150;-49.1585258;66.9910547;1103.892;3D;1.496;10;35;43454;3.305;
151124;070150;-49.1584871;66.9910164;1091.704;3D;1.613;9;35;45311;3.288;
151124;080150;-49.1585054;66.9910162;1088.922;3D;1.241;13;35;46655;3.266;
151124;090150;-49.1585068;66.9910297;1093.577;3D;1.272;12;41;47487;3.263;
151124;100150;-49.1584979;66.9910335;1100.089;3D;2.036;10;35;46847;3.256;
151124;110150;-49.1585071;66.9910147;1099.169;3D;1.757;9;35;45953;3.263;
151124;120150;-49.1585317;66.9910155;1094.369;3D;1.681;10;41;46847;3.266;
151124;130150;-49.1585457;66.9910155;1090.251;3D;1.681;9;35;44478;3.275;
151124;140150;-49.1585165;66.9910209;1093.183;3D;2.853;9;41;43775;3.286;
151124;150150;-49.1585073;66.9910316;1099.335;3D;3.113;8;35;45566;3.282;
151124;160150;-49.1585060;66.9910201;1098.680;3D;2.193;9;35;46014;3.271;
151124;170150;-49.1585247;66.9910165;1100.968;3D;1.179;11;35;44799;3.264;
151124;180150;-49.1584999;66.9910185;1097.384;3D;1.247;10;35;42683;3.291;
151124;190150;-49.1585139;66.9909982;1091.584;3D;2.686;9;35;38910;3.326;
151124;200150;-49.1584909;66.9910274;1100.826;3D;1.545;11;35;39230;3.337;
151124;210150;-49.1584531;66.9910229;1099.792;3D;1.489;11;35;43071;3.323;
151124;220150;-49.1585102;66.9910176;1093.622;3D;1.390;9;35;43583;3.307;
151124;230150;-49.1585130;66.9910006;1094.077;3D;1.433;10;35;43839;3.298;
151125;000150;-49.1585301;66.9909996;1094.791;3D;1.998;10;35;43454;3.296;
151125;010150;-49.1584980;66.9910046;1095.433;3D;1.759;8;35;44478;3.283;
151125;020150;-49.1584788;66.9910257;1095.637;3D;2.039;11;41;44542;3.281;
151125;030150;-49.1585294;66.9910443;1103.955;3D;2.721;10;41;45119;3.276;
151125;040150;-49.1585304;66.9909965;1085.360;3D;1.621;8;35;44478;3.271;
151125;050150;-49.1585216;66.9910213;1091.474;3D;1.431;9;35;45823;3.265;
151125;060150;-49.1585152;66.9910443;1100.870;3D;1.574;9;35;46783;3.265;
151125;070150;-49.1584862;66.9910101;1089.264;3D;1.838;9;35;43851;3.268;
151125;080150;-49.1585071;66.9910245;1090.708;3D;1.259;12;35;42687;3.292;
151125;090150;-49.1585339;66.9910303;1095.644;3D;1.649;13;35;42878;3.300;
151125;100150;-49.1585083;66.9910279;1099.206;3D;1.668;11;35;42623;3.303;
151125;110150;-49.1585237;66.9910134;1095.845;3D;1.597;9;35;42430;3.302;
151125;120150;-49.1585384;66.9910118;1094.121;3D;1.278;10;41;42047;3.302;
151125;130150;-49.1585764;66.9910202;1092.012;3D;1.821;11;41;41982;3.310;
151125;140150;-49.1585210;66.9910304;1098.431;3D;2.565;9;41;42494;3.306;
151125;150150;-49.1585201;66.9910400;1100.879;3D;4.394;7;41;42814;3.303;
151125;160150;-49.1585449;66.9910135;1100.670;3D;2.411;8;41;42942;3.290;
151125;170150;-49.1585163;66.9910142;1103.007;3D;1.138;11;35;42942;3.297;
151125;180150;-49.1585169;66.9910125;1096.089;3D;1.286;10;35;44030;3.280;
151125;190150;-49.1585063;66.9909989;1096.503;3D;1.579;11;35;43263;3.293;
151125;200150;-49.1585067;66.9910224;1098.559;3D;1.751;11;35;44095;3.287;
151125;210150;-49.1585021;66.9910293;1098.768;3D;1.375;10;35;44030;3.280;
151125;220150;-49.1585245;66.9910057;1091.965;3D;1.383;10;35;42322;3.297;
151125;230150;-49.1585019;66.9910120;1092.435;3D;3.584;8;35;41342;3.309;
151126;000150;0.0000000;90.0000000;487.000;NO;9998.976;0;0;41535;3.319;
151126;010150;-49.1585434;66.9910095;1090.820;3D;4.168;6;41;41982;3.312;
151126;020150;-49.1584951;66.9910283;1095.066;3D;2.691;9;35;42302;3.309;
151126;030150;-49.1585401;66.9910503;1104.826;3D;2.854;9;35;42864;3.306;
151126;040150;-49.1585419;66.9909919;1084.893;3D;2.085;8;35;43263;3.295;
151126;050150;-49.1585353;66.9910175;1089.482;3D;1.728;9;35;44542;3.294;
151126;060150;-49.1585272;66.9910573;1101.298;3D;1.624;8;35;44926;3.273;
151126;070150;-49.1584873;66.9910120;1092.719;3D;1.401;11;35;44799;3.279;
151126;080150;-49.1585107;66.9910168;1091.089;3D;1.184;12;35;45119;3.277;
151126;090150;-49.1585315;66.9910261;1096.643;3D;1.425;12;41;46399;3.263;
151126;100150;-49.1585273;66.9910417;1098.103;3D;2.026;10;41;46337;3.259;
151126;110150;-49.1585120;66.9910164;1097.321;3D;2.172;9;41;47739;3.247;
151126;120150;-49.1585373;66.9910143;1097.314;3D;1.311;10;41;47551;3.248;
151126;130150;-49.1585635;66.9910120;1093.661;3D;1.907;12;35;47871;3.233;
151126;140150;-49.1585359;66.9910296;1098.040;3D;2.592;9;35;47614;3.246;
151126;150150;-49.1585177;66.9910405;1098.610;3D;2.878;9;41;48063;3.237;
151126;160150;-49.1585159;66.9910244;1095.325;3D;2.847;9;41;48767;3.235;
151126;170150;-49.1585144;66.9910241;1101.738;3D;1.281;10;35;49918;3.231;
151126;180150;-49.1585254;66.9910321;1103.044;3D;1.411;10;35;50926;3.211;
151126;190150;-49.1585288;66.9910022;1095.468;3D;1.597;11;41;49982;3.213;
151126;200150;-49.1585352;66.9910154;1100.719;3D;1.243;11;35;50814;3.217;
151126;210150;-49.1585165;66.9910197;1096.286;3D;1.626;11;35;52287;3.197;
151126;220150;-49.1585229;66.9910081;1095.775;3D;1.604;10;35;51580;3.199;
151126;230150;-49.1585314;66.9910180;1099.223;3D;1.731;11;35;50302;3.209;
151127;000150;-49.1585016;66.9910052;1096.090;3D;1.843;10;35;51582;3.195;
151127;010150;-49.1585130;66.9910090;1098.007;3D;1.509;8;35;52478;3.199;
151127;020150;-49.1585174;66.9910292;1097.374;3D;1.440;11;35;52606;3.194;
151127;030150;-49.1585595;66.9910476;1104.060;3D;2.890;9;35;52287;3.197;
151127;040150;-49.1585256;66.9910275;1094.821;3D;1.982;9;41;52924;3.180;
151127;050150;-49.1585472;66.9910218;1092.863;3D;1.932;10;35;52606;3.183;
151127;060150;-49.1585250;66.9910441;1102.736;3D;1.358;9;35;50294;3.204;
151127;070150;-49.1585377;66.9910111;1089.537;3D;1.419;9;35;50110;3.220;
151127;080150;-49.1585184;66.9910259;1091.219;3D;1.205;12;35;52287;3.204;
151127;090150;-49.1585430;66.9910344;1095.881;3D;1.422;14;35;52287;3.196;
151127;100150;-49.1585477;66.9910403;1097.102;3D;1.701;10;35;52606;3.183;
151127;110150;-49.1585380;66.9910133;1097.007;3D;1.883;9;41;53375;3.186;
151127;120150;-49.1585017;66.9910066;1093.532;3D;1.419;12;41;53504;3.175;
151127;130150;-49.1585368;66.9910216;1099.042;3D;2.640;10;35;53652;3.183;
151127;140150;-49.1585344;66.9910293;1097.854;3D;1.621;9;35;53375;3.181;
151127;150150;-49.1585497;66.9910277;1099.807;3D;2.710;10;41;53054;3.185;
151127;160150;-49.1585099;66.9910308;1102.410;3D;2.246;9;35;53823;3.173;
151127;170202;-49.1585175;66.9910219;1099.618;3D;1.742;11;35;54270;3.168;
151127;180150;-49.1585338;66.9910248;1100.942;3D;1.472;10;35;55038;3.162;
151127;190150;-49.1585294;66.9910060;1096.526;3D;1.763;10;35;54974;3.167;
151127;200150;-49.1585230;66.9910217;1103.085;3D;1.524;10;35;55038;3.152;
151127;210150;-49.1585086;66.9910193;1098.518;3D;2.033;10;35;55160;3.157;
151127;220150;-49.1585721;66.9910038;1091.457;3D;1.846;11;41;55359;3.156;
151127;230150;-49.1585371;66.9910084;1096.989;3D;2.174;10;35;54974;3.162;
151128;000150;-49.1585309;66.9910001;1094.402;3D;2.034;10;39;55353;3.161;
151128;010150;-49.1585082;66.9910013;1093.745;3D;2.129;8;41;55122;3.151;
151128;020150;-49.1585074;66.9910324;1096.388;3D;1.922;10;35;55230;3.160;
151128;030150;-49.1585580;66.9910511;1102.880;3D;3.593;8;41;54974;3.163;
151128;040150;-49.1585350;66.9910226;1093.047;3D;1.779;9;35;55423;3.163;
151128;050150;-49.1585662;66.9910359;1095.865;3D;1.510;11;35;54845;3.160;
151128;060150;-49.1585382;66.9910413;1100.311;3D;1.418;10;35;55102;3.159;
151128;070150;-49.1585295;66.9910085;1088.891;3D;1.365;11;35;55038;3.148;
151128;080150;-49.1585485;66.9910257;1090.374;3D;1.402;12;41;55678;3.158;
151128;090150;-49.1585506;66.9910316;1095.927;3D;1.398;13;41;55166;3.151;
151128;100150;-49.1585270;66.9910264;1099.525;3D;2.253;11;35;55038;3.161;
151128;110150;-49.1585296;66.9910023;1098.210;3D;2.081;10;35;55230;3.152;
151128;120150;-49.1585380;66.9910109;1097.094;3D;1.585;11;35;55487;3.157;
151128;130150;-49.1585380;66.9910180;1095.089;3D;2.400;11;41;54837;3.159;
151128;140150;-49.1585523;66.9910338;1097.171;3D;1.843;8;41;54526;3.155;
151128;150150;-49.1585445;66.9910387;1100.089;3D;2.949;10;41;54270;3.179;
151128;160150;-49.1585121;66.9910289;1104.048;3D;1.668;10;35;54592;3.158;
151128;170150;-49.1585386;66.9910115;1101.305;3D;1.582;11;35;54782;3.165;
151128;180150;-49.1585376;66.9910156;1095.780;3D;1.663;10;35;54782;3.164;
151128;190150;-49.1585297;66.9909854;1093.390;3D;1.716;10;35;54654;3.170;
151128;200150;-49.1585263;66.9910157;1101.463;3D;1.417;10;35;54718;3.169;
151128;210150;-49.1585045;66.9910203;1098.891;3D;1.621;10;35;54375;3.164;
151128;220150;-49.1585429;66.9910070;1092.608;3D;1.469;10;35;54718;3.173;
151128;230150;-49.1585543;66.9910107;1093.587;3D;2.079;11;35;54590;3.168;
151129;000150;-49.1585414;66.9910101;1095.603;3D;1.889;9;42;54526;3.173;
151129;010150;-49.1585274;66.9910136;1095.781;3D;1.483;9;41;54654;3.167;
151129;020150;-49.1585228;66.9910402;1098.574;3D;2.469;10;41;54911;3.165;
151129;030150;-49.1585547;66.9910411;1102.189;3D;2.325;9;41;55102;3.164;
151129;040150;-49.1585324;66.9910190;1094.252;3D;1.530;8;35;54660;3.164;
151129;050150;-49.1585700;66.9910305;1095.421;3D;1.881;9;35;55311;3.159;
151129;060150;-49.1585561;66.9910437;1101.924;3D;1.445;11;35;55090;3.155;
151129;070150;-49.1585472;66.9910030;1089.141;3D;1.997;10;35;55530;3.160;
151129;080150;-49.1585346;66.9910209;1088.913;3D;1.289;11;35;55359;3.151;
151129;090150;-49.1585460;66.9910465;1098.020;3D;1.346;12;41;55102;3.160;
151129;100150;-49.1585464;66.9910312;1097.921;3D;1.600;11;41;54974;3.160;
151129;110150;-49.1585641;66.9910233;1098.113;3D;1.724;10;35;54847;3.158;
151129;120150;-49.1585398;66.9909975;1092.803;3D;1.388;11;41;54462;3.165;
151129;130150;-49.1585540;66.9910160;1094.925;3D;2.092;10;41;54142;3.174;
151129;140150;-49.1585443;66.9910197;1094.959;3D;1.890;10;41;53758;3.172;
151129;150150;-49.1585605;66.9910569;1108.587;3D;3.292;8;35;52862;3.191;
151129;160150;-49.1585330;66.9910255;1101.053;3D;2.306;9;35;52866;3.184;
151129;170150;-49.1585355;66.9910187;1100.004;3D;1.977;11;35;52676;3.196;
151129;180150;-49.1585337;66.9910221;1099.335;3D;1.621;10;35;52546;3.196;
151129;190150;-49.1585486;66.9909859;1095.124;3D;1.655;11;35;51838;3.198;
151129;200150;-49.1585268;66.9910176;1103.537;3D;1.516;11;35;51582;3.207;
151129;210150;-49.1585106;66.9910198;1099.389;3D;1.813;10;35;51582;3.209;
151129;220150;-49.1585817;66.9909934;1089.167;3D;1.538;10;35;51626;3.204;
151129;230150;-49.1585484;66.9910069;1096.706;3D;2.223;10;35;51582;3.209;
151130;000150;-49.1585692;66.9909926;1098.787;3D;2.009;9;35;51582;3.202;
151130;010150;-49.1585208;66.9910099;1095.193;3D;1.709;10;41;51588;3.206;
151130;020150;-49.1585215;66.9910324;1096.224;3D;1.796;12;41;51134;3.209;
151130;030150;-49.1585556;66.9910300;1100.821;3D;2.461;8;41;50872;3.208;
151130;040150;-49.1585543;66.9910169;1093.529;3D;1.416;9;35;51322;3.215;
151130;050150;-49.1585568;66.9910299;1095.376;3D;2.071;10;41;50832;3.212;
151130;060150;-49.1585424;66.9910410;1099.775;3D;1.409;11;35;50366;3.220;
151130;070150;-49.1585444;66.9910162;1090.687;3D;1.239;12;35;49920;3.231;
151130;080150;-49.1585564;66.9910233;1090.360;3D;1.266;12;41;47999;3.241;
151130;090150;-49.1585689;66.9910461;1098.381;3D;1.437;10;41;47551;3.256;
151130;100150;-49.1585520;66.9910327;1099.163;3D;2.341;11;35;47743;3.257;
151130;110150;-49.1585641;66.9910239;1097.712;3D;1.626;11;35;46783;3.264;
151130;120150;-49.1585685;66.9910039;1094.944;3D;1.853;10;35;45949;3.277;
151130;130150;-49.1585553;66.9910078;1093.917;3D;1.887;11;42;45757;3.277;
151130;140150;-49.1585652;66.9910182;1096.147;3D;2.099;10;39;45462;3.281;
151130;150150;-49.1585602;66.9910496;1104.736;3D;2.978;7;35;44351;3.286;
151130;160150;-49.1585598;66.9910123;1100.333;3D;1.390;10;41;45054;3.294;
151130;170150;-49.1585270;66.9910071;1099.536;3D;1.398;11;35;47349;3.274;
151130;180150;-49.1585508;66.9910132;1096.478;3D;2.018;10;35;50366;3.236;
151130;190150;-49.1585490;66.9909850;1095.633;3D;1.432;10;35;48638;3.237;
151130;200150;-49.1585425;66.9910095;1101.909;3D;1.337;11;35;48126;3.247;
151130;210150;-49.1585320;66.9910281;1097.096;3D;2.128;9;35;47807;3.255;
151130;220150;-49.1585578;66.9910067;1090.292;3D;1.430;9;35;46463;3.257;
151130;230150;-49.1585720;66.9910102;1096.071;3D;1.378;10;35;45401;3.274;
151201;000150;-49.1585464;66.9909996;1096.247;3D;1.678;10;41;46299;3.279;
151201;010150;-49.1585042;66.9910186;1096.733;3D;1.827;10;41;44227;3.280;
151201;020150;-49.1585398;66.9910271;1097.348;3D;2.007;11;41;44735;3.288;
151201;030150;-49.1586431;66.9913524;1158.931;3D;5.589;6;35;41087;3.306;
151201;040150;-49.1585472;66.9910192;1092.073;3D;1.722;9;35;39294;3.339;
151201;050150;-49.1585736;66.9910320;1094.365;3D;1.777;11;35;38782;3.354;
151201;060150;-49.1570137;67.0014025;-35.517;2D;4.638;4;71;41404;3.344;
151201;070150;-49.1585391;66.9910097;1090.005;3D;1.159;12;35;40446;3.340;
151201;080150;-49.1585548;66.9910148;1089.102;3D;1.430;12;35;40449;3.335;
151201;090150;-49.1585761;66.9910407;1096.330;3D;1.375;10;35;44873;3.321;
151201;100150;-49.1585584;66.9910250;1098.261;3D;2.075;10;35;46293;3.289;
151201;110150;-49.1585539;66.9910248;1097.431;3D;1.767;11;35;44030;3.288;
151201;120150;-49.1585827;66.9910023;1095.270;3D;1.610;11;41;43327;3.303;
151201;130150;-49.1585762;66.9910224;1094.727;3D;2.860;10;35;42239;3.311;
151201;140150;-49.1585267;66.9910266;1093.011;3D;1.806;9;39;42193;3.314;
151201;150150;-49.1487001;66.9896650;-35.510;2D;50.583;3;107;41087;3.327;
151201;160150;-49.1585164;66.9910275;1104.585;3D;1.823;12;35;43263;3.322;
151201;170150;-49.1585476;66.9910077;1100.315;3D;1.170;12;35;44095;3.304;
151201;180150;-49.1585334;66.9910077;1098.380;3D;1.597;10;35;43299;3.304;
151201;190150;-49.1585592;66.9909950;1091.171;3D;1.787;11;35;42494;3.308;
151201;200150;-49.1583714;66.9909038;1119.628;3D;4.602;9;35;41599;3.323;
151201;210150;-49.1585230;66.9910035;1093.831;2D;2.937;4;78;41396;3.331;
151201;220150;-49.1588397;66.9907048;803.706;3D;4.998;5;47;41296;3.325;
151201;230150;-49.1583495;66.9908756;1103.799;NO;9998.976;6;35;41910;3.317;
151202;000150;-49.1585200;66.9910453;1101.084;3D;9.461;7;47;41342;3.328;
151202;010150;-49.1585148;66.9910051;1092.725;3D;2.081;9;35;42942;3.319;
151202;020150;-49.1585506;66.9910219;1094.542;3D;1.820;10;41;43135;3.299;
151202;030150;-49.1585271;66.9910110;1091.832;3D;2.227;8;41;42751;3.313;
151202;040150;-49.1585565;66.9910214;1093.365;3D;1.923;9;41;42962;3.303;
151202;050150;-49.1585705;66.9910297;1094.679;3D;1.999;10;35;43327;3.295;
151202;060150;-49.1585525;66.9910404;1098.190;3D;1.254;12;35;42253;3.304;
151202;070150;-49.1585578;66.9910170;1091.361;3D;1.214;11;35;42687;3.311;
151202;080150;-49.1585673;66.9910165;1087.832;3D;2.493;6;35;42071;3.306;
151202;090150;-49.1585956;66.9910457;1097.977;3D;1.657;6;35;42366;3.318;
151202;100150;-49.1586177;66.9910290;1093.658;3D;4.816;9;35;42175;3.317;
151202;110150;-49.1585656;66.9910097;1095.329;3D;1.551;10;35;42175;3.310;
151202;120150;-49.1585754;66.9910059;1093.239;3D;1.253;12;35;44095;3.301;
151202;130150;-49.1585767;66.9910168;1095.074;3D;2.230;10;41;44867;3.298;
151202;140150;-49.1585696;66.9910238;1095.139;3D;1.787;11;41;45823;3.276;
151202;150150;-49.1585774;66.9910463;1102.260;3D;2.446;7;35;44990;3.275;
151202;160150;-49.1585406;66.9910179;1104.949;3D;1.359;11;35;43839;3.290;
151202;170150;-49.1585497;66.9910178;1098.952;3D;1.169;11;35;44030;3.292;
151202;180150;-49.1585592;66.9910150;1098.948;3D;1.526;11;35;45759;3.281;
151202;190150;-49.1585455;66.9909892;1095.654;3D;1.610;9;35;45887;3.268;
151202;200150;-49.1585414;66.9910190;1098.199;3D;1.752;9;35;46911;3.268;
151202;210150;-49.1585191;66.9910181;1096.718;3D;1.197;13;35;47993;3.254;
151202;220150;-49.1585555;66.9910039;1090.397;3D;1.366;11;35;48739;3.235;
151202;230150;-49.1585630;66.9910079;1095.168;3D;1.617;11;35;48126;3.242;
151203;000150;-49.1585604;66.9910076;1096.081;3D;1.754;11;39;48321;3.246;
151203;010150;-49.1585476;66.9910154;1090.835;3D;2.043;10;41;48011;3.248;
151203;020150;-49.1585589;66.9910184;1095.965;3D;1.420;10;35;47871;3.246;
151203;030150;-49.1585697;66.9910274;1097.480;3D;2.176;8;35;48383;3.248;
151203;040150;-49.1585570;66.9910225;1092.144;3D;1.669;10;35;46463;3.253;
151203;050150;-49.1585723;66.9910305;1095.068;3D;1.699;10;35;45887;3.261;
151203;060150;-49.1585457;66.9910376;1098.634;3D;1.330;11;41;46685;3.266;
151203;070150;-49.1585689;66.9910089;1089.031;3D;1.217;11;35;46337;3.264;
151203;080150;-49.1585696;66.9910132;1088.403;3D;1.889;11;35;46911;3.266;
151203;090150;-49.1585812;66.9910386;1099.041;3D;1.299;12;35;47167;3.264;
151203;100150;-49.1585739;66.9910241;1099.576;3D;1.760;10;41;44799;3.267;
151203;110150;-49.1585640;66.9910129;1095.657;3D;1.790;11;35;45054;3.276;
151203;120150;-49.1585913;66.9909995;1090.729;3D;1.469;12;35;45502;3.278;
151203;130150;-49.1585896;66.9910038;1091.546;3D;2.012;9;35;46335;3.271;
151203;140150;-49.1585743;66.9910223;1096.111;3D;1.921;11;42;46783;3.265;
151203;150150;-49.1585821;66.9910466;1108.391;3D;2.512;8;35;46143;3.271;
151203;160150;-49.1585435;66.9910183;1097.392;3D;2.399;10;35;49023;3.250;
151203;170150;-49.1585613;66.9910117;1098.640;3D;1.662;11;35;48559;3.238;
151203;180150;-49.1585576;66.9910049;1098.074;3D;1.580;10;35;48531;3.232;
151203;190150;-49.1585362;66.9910066;1100.453;3D;1.306;10;35;46903;3.248;
151203;200150;-49.1585342;66.9910073;1100.110;3D;1.484;10;41;44990;3.265;
151203;210150;-49.1585326;66.9910233;1095.564;3D;1.364;12;35;45247;3.276;
151203;220150;-49.1585536;66.9910081;1093.556;3D;1.306;11;35;46783;3.269;
151203;230150;-49.1585646;66.9910166;1095.681;3D;1.632;12;41;46783;3.251;
151204;000150;-49.1585589;66.9910103;1096.475;3D;2.000;11;39;46975;3.254;
151204;010150;-49.1585530;66.9910070;1090.254;3D;1.911;10;41;46663;3.265;
151204;020150;-49.1585882;66.9910322;1099.421;3D;1.827;10;35;46271;3.267;
151204;030150;-49.1585827;66.9910182;1095.670;3D;2.606;8;35;46119;3.268;
151204;040150;-49.1585672;66.9910165;1091.046;3D;1.729;10;41;46143;3.254;
151204;050150;-49.1585885;66.9910321;1094.321;3D;1.593;10;35;46590;3.260;
151204;060150;-49.1585481;66.9910324;1098.621;3D;1.569;10;35;46540;3.255;
151204;070150;-49.1585794;66.9910180;1090.703;3D;1.299;10;35;47167;3.260;
151204;080150;-49.1585782;66.9910278;1093.475;3D;1.411;12;35;46655;3.259;
151204;090150;-49.1585941;66.9910441;1098.881;3D;1.469;11;35;46655;3.266;
151204;100150;-49.1585971;66.9910190;1097.605;3D;2.963;9;35;47231;3.261;
151204;110150;-49.1585791;66.9910182;1096.033;3D;1.817;11;35;47167;3.256;
151204;120150;-49.1585678;66.9909932;1089.621;3D;1.365;12;35;47359;3.256;
151204;130150;-49.1585818;66.9910139;1094.476;3D;2.149;9;35;47614;3.252;
151204;140150;-49.1585631;66.9910273;1094.665;3D;2.365;9;35;47231;3.254;
151204;150150;-49.1585563;66.9910329;1102.040;3D;1.889;9;41;47531;3.257;
151204;160150;-49.1585431;66.9910036;1100.643;3D;1.340;9;35;47167;3.250;
151204;170150;-49.1585527;66.9910108;1095.388;3D;1.732;12;35;47167;3.245;
151204;180150;-49.1585594;66.9910086;1097.812;3D;1.881;10;35;47038;3.258;
151204;190150;-49.1585530;66.9909970;1097.221;3D;1.581;10;35;48191;3.249;
151204;200150;-49.1585314;66.9910115;1100.766;3D;1.329;10;35;48191;3.248;
151204;210150;-49.1585299;66.9910106;1096.900;3D;1.317;11;35;47423;3.247;
151204;220150;-49.1585508;66.9910060;1095.285;3D;1.345;11;35;47673;3.246;
151204;230150;-49.1585545;66.9910094;1095.245;3D;1.551;11;35;47679;3.253;
151205;000150;-49.1585635;66.9910216;1100.641;3D;3.376;8;41;47999;3.252;
151205;010150;-49.1585524;66.9910257;1094.617;3D;2.085;11;41;48319;3.237;
151205;020150;-49.1586065;66.9910353;1101.413;3D;2.313;11;35;48063;3.240;
151205;030150;-49.1585870;66.9910095;1094.123;3D;2.587;8;35;48767;3.221;
151205;040150;-49.1585815;66.9910159;1091.430;3D;1.891;9;35;48895;3.235;
151205;050150;-49.1585889;66.9910294;1097.927;3D;1.723;11;35;49342;3.227;
151205;060150;-49.1585570;66.9910352;1097.617;3D;1.296;11;35;49646;3.226;
151205;070150;-49.1585594;66.9910136;1090.505;3D;1.187;11;35;49598;3.227;
151205;080150;-49.1585689;66.9910222;1091.110;3D;1.961;12;35;50046;3.221;
151205;090150;-49.1585780;66.9910419;1099.177;3D;1.369;11;35;50174;3.214;
151205;100150;-49.1585750;66.9910346;1098.134;3D;1.700;11;35;50238;3.209;
151205;110150;-49.1585777;66.9910190;1098.003;3D;1.765;11;41;50878;3.211;
151205;120150;-49.1586020;66.9910063;1090.405;3D;1.289;10;41;50814;3.214;
151205;130150;-49.1585881;66.9910085;1092.737;3D;2.030;9;41;50750;3.214;
151205;140150;-49.1585744;66.9910272;1094.949;3D;2.427;9;35;50684;3.207;
151205;150150;-49.1585659;66.9910376;1100.509;3D;1.961;8;35;51066;3.209;
151205;160150;-49.1585815;66.9910107;1105.729;3D;1.335;11;35;51710;3.199;
151205;170150;-49.1585659;66.9910071;1099.676;3D;1.205;12;41;51902;3.186;
151205;180150;-49.1585570;66.9910002;1092.715;3D;2.126;9;35;52414;3.193;
151205;190150;-49.1585778;66.9910184;1100.640;3D;1.606;12;41;52506;3.180;
151205;200150;-49.1585779;66.9910168;1100.788;3D;1.704;9;41;52606;3.189;
151205;210202;-49.1585856;66.9910113;1093.592;3D;1.354;10;35;52743;3.176;
151205;220150;-49.1585800;66.9910112;1098.294;3D;1.879;12;35;52862;3.181;
151205;230150;-49.1586118;66.9910052;1093.987;3D;1.809;10;35;52926;3.179;
151206;000150;-49.1585949;66.9910167;1100.833;3D;1.851;9;41;53502;3.176;
151206;010150;-49.1585238;66.9910103;1097.628;3D;2.093;10;35;53835;3.174;
151206;020150;-49.1585974;66.9910336;1102.627;3D;2.291;10;35;53950;3.156;
151206;030150;-49.1585434;66.9909879;1083.917;3D;2.788;7;35;54333;3.166;
151206;040150;-49.1585831;66.9910154;1091.285;3D;1.372;10;35;54626;3.158;
151206;050150;-49.1585917;66.9910282;1098.124;3D;2.000;10;41;54974;3.155;
151206;060150;-49.1585673;66.9910421;1098.643;3D;1.496;11;35;55166;3.155;
151206;070150;-49.1585907;66.9910147;1089.968;3D;1.269;11;35;55359;3.138;
151206;080150;-49.1585947;66.9910211;1090.155;3D;1.705;11;35;55548;3.151;
151206;090150;-49.1586011;66.9910571;1097.689;3D;1.659;10;35;55678;3.144;
151206;100150;-49.1585767;66.9910338;1098.600;3D;1.776;11;35;56318;3.142;
151206;110150;-49.1585799;66.9910179;1097.693;3D;1.690;10;41;55999;3.134;
151206;120150;-49.1585647;66.9910074;1086.597;3D;1.424;9;35;55939;3.138;
151206;130150;-49.1586051;66.9910167;1093.668;3D;1.654;9;41;55935;3.137;
151206;140150;-49.1585701;66.9910197;1093.313;3D;2.458;9;35;55166;3.155;
151206;150150;-49.1585621;66.9910243;1100.982;3D;2.160;10;35;55359;3.154;
151206;160150;-49.1585856;66.9910141;1105.247;3D;1.527;11;35;54911;3.148;
151206;170150;-49.1585820;66.9910135;1094.934;3D;1.875;10;35;55742;3.148;
151206;180150;-49.1585625;66.9909875;1095.229;3D;1.793;9;35;55614;3.151;
151206;190150;-49.1585553;66.9910089;1098.085;3D;1.420;12;35;56254;3.138;
151206;200150;-49.1585627;66.9910111;1097.656;3D;1.504;9;35;55294;3.147;
151206;210150;-49.1585653;66.9910159;1096.091;3D;1.672;11;35;56126;3.145;
151206;220150;-49.1586113;66.9910062;1092.543;3D;1.558;11;35;55742;3.148;
151206;230150;-49.1585854;66.9910053;1096.566;3D;1.900;9;35;55742;3.138;
151207;000150;-49.1585715;66.9910125;1099.082;3D;1.760;8;39;54078;3.155;
151207;010150;-49.1585555;66.9910212;1094.770;3D;1.949;11;35;51582;3.182;
151207;020150;-49.1586147;66.9910380;1103.049;3D;1.837;10;35;49808;3.225;
151207;030150;-49.1585963;66.9910033;1092.460;3D;2.585;8;35;49214;3.239;
151207;040150;-49.1585956;66.9910140;1092.565;3D;1.354;10;35;46078;3.252;
151207;050150;-49.1586123;66.9910282;1095.308;3D;1.335;11;35;43181;3.291;
151207;060150;-49.1585581;66.9910335;1098.144;3D;1.561;10;35;42111;3.313;
151207;070150;-49.1586096;66.9910131;1090.015;3D;1.366;8;35;43523;3.305;
151207;080150;-49.1586184;66.9910287;1095.176;3D;1.705;11;35;42047;3.310;
151207;090150;-49.1585984;66.9910274;1098.251;3D;1.496;12;35;39103;3.345;
151207;100150;-49.1586492;66.9910231;1093.844;3D;2.030;8;41;37566;3.361;
151207;110150;-49.1585970;66.9910071;1095.331;3D;1.859;11;41;36971;3.368;
