170901,200150,-50.1948188,67.0968197,327.846,3D,3.122,9,37,110,24753,3.471,
170901,210150,-50.1948043,67.0968186,328.823,3D,1.752,11,37,110,24703,3.459,
170901,220150,-50.1948166,67.0968170,320.854,3D,1.953,10,37,110,25086,3.471,
170901,230150,-50.1948037,67.0967886,319.118,3D,2.159,11,37,110,24960,3.469,
170902,000150,-50.1947779,67.0968283,327.942,3D,1.547,12,37,110,24894,3.470,
170902,010150,-50.1947672,67.0968333,321.985,3D,2.042,9,37,110,24767,3.470,
170902,020150,-50.1947980,67.0968085,314.396,3D,1.831,12,37,110,24767,3.457,
170902,030150,-50.1948162,67.0968326,320.628,3D,2.047,12,37,110,24755,3.470,
170902,040150,-50.1948238,67.0968587,327.524,3D,2.712,11,37,110,25982,3.463,
170902,050150,-50.1948539,67.0968140,317.458,3D,2.313,11,37,110,26239,3.460,
170902,060150,-50.1948186,67.0968298,326.510,3D,2.438,12,37,109,26110,3.464,
170902,070150,-50.1948012,67.0968392,324.379,3D,3.357,10,37,110,26303,3.466,
170902,080150,-50.1948570,67.0968027,312.454,3D,2.247,9,37,110,26297,3.463,
170902,090150,-50.1948453,67.0968410,324.222,3D,2.726,10,37,109,25855,3.462,
170902,100150,-50.1948137,67.0968601,330.010,3D,1.870,10,37,110,25406,3.453,
170902,110150,-50.1948208,67.0968132,317.543,3D,2.477,11,37,110,25406,3.467,
170902,120150,-50.1948410,67.0968295,320.265,3D,1.701,11,43,110,25173,3.462,
170902,130150,-50.1948436,67.0968422,324.556,3D,3.091,11,37,110,24318,3.453,
170902,140150,-50.1948435,67.0968111,322.966,3D,1.968,12,37,110,23715,3.456,
170902,150150,-50.1948344,67.0968259,327.874,3D,2.232,11,37,110,24574,3.456,
170902,160150,-50.1948222,67.0968357,327.864,3D,1.913,12,37,110,23864,3.459,
170902,170150,-50.1948251,67.0968090,319.243,3D,2.078,12,37,110,24318,3.463,
170902,180150,-50.1948204,67.0968210,318.762,3D,3.302,11,37,110,22782,3.460,
170902,190150,-50.1948574,67.0968513,327.911,3D,2.768,9,37,110,24318,3.472,
170902,200150,-50.1948137,67.0968274,330.157,3D,3.315,9,37,110,24574,3.470,
170902,210150,-50.1948135,67.0968184,329.740,3D,1.611,11,37,110,24572,3.456,
170902,220150,-50.1948172,67.0968153,325.706,3D,2.089,10,37,110,24984,3.468,
170902,230150,-50.1948184,67.0967964,320.505,3D,2.403,10,37,110,25920,3.460,
170903,000150,-50.1947728,67.0968253,328.917,3D,1.834,11,37,110,26367,3.457,
170903,010150,-50.1947720,67.0968339,324.359,3D,4.569,9,37,110,26530,3.461,
170903,020150,-50.1948076,67.0967959,313.222,3D,1.665,11,37,110,26622,3.463,
170903,030150,-50.1948053,67.0968297,320.484,3D,1.926,12,37,110,26494,3.463,
170903,040150,-50.1948204,67.0968563,327.856,3D,2.542,10,37,110,26546,3.444,
170903,050150,-50.1948297,67.0968179,319.091,3D,1.985,11,37,110,26516,3.463,
170903,060150,-50.1948041,67.0968350,327.080,3D,1.511,12,37,110,26687,3.461,
170903,070150,-50.1948024,67.0968311,323.461,3D,2.261,10,37,110,27070,3.455,
170903,080150,-50.1948508,67.0968235,317.408,3D,2.045,9,37,109,26815,3.456,
170903,090150,-50.1948544,67.0968377,324.144,3D,1.990,11,37,110,26809,3.457,
170903,100150,-50.1948072,67.0968598,328.676,3D,1.906,11,37,110,23808,3.466,
170903,110150,-50.1948340,67.0968214,319.302,3D,1.855,11,37,109,22270,3.467,
170903,120150,-50.1948459,67.0968334,316.376,3D,3.000,11,37,110,21942,3.467,
170903,130150,-50.1948522,67.0968310,324.215,3D,2.079,10,37,110,21182,3.472,
170903,140150,-50.1948373,67.0967895,321.041,3D,2.335,10,37,110,17850,3.483,
170903,150150,-50.1948271,67.0968190,326.058,3D,2.718,11,37,109,21182,3.471,
170903,160150,-50.1948061,67.0968277,326.007,3D,2.057,13,37,108,20990,3.472,
170903,170150,-50.1948205,67.0968156,318.185,3D,2.774,12,37,109,22910,3.471,
170903,180150,-50.1948235,67.0968240,324.366,3D,2.458,11,37,110,23422,3.475,
170903,190150,-50.1948622,67.0968548,332.699,3D,3.146,9,37,109,23679,3.476,
170903,200150,-50.1947795,67.0968217,333.366,3D,2.717,10,37,110,24574,3.467,
170903,210150,-50.1948077,67.0968152,328.305,3D,1.650,11,37,109,24896,3.463,
170903,220150,-50.1948222,67.0968172,323.197,3D,2.318,11,37,110,26943,3.450,
170903,230150,-50.1948163,67.0968009,322.250,3D,1.980,11,37,110,27582,3.454,
170904,000150,-50.1947915,67.0968299,331.592,3D,1.605,11,37,110,27518,3.459,
170904,010150,-50.1947675,67.0968193,321.765,3D,2.036,10,37,110,27199,3.460,
170904,020150,-50.1947981,67.0968061,316.143,3D,1.631,12,37,109,27837,3.454,
170904,030150,-50.1948139,67.0968332,323.484,3D,1.476,13,37,110,29055,3.458,
170904,040150,-50.1948296,67.0968511,326.120,3D,1.943,12,36,108,29439,3.443,
170904,050150,-50.1948406,67.0968285,322.294,3D,2.075,11,37,110,29439,3.449,
170904,060150,-50.1948181,67.0968270,323.850,3D,2.324,12,37,110,29694,3.449,
170904,070150,-50.1948065,67.0968296,321.309,3D,2.498,9,37,110,29755,3.454,
170904,080150,-50.1948500,67.0968169,317.996,3D,2.143,10,37,109,28094,3.450,
170904,090150,-50.1948463,67.0968370,324.736,3D,2.293,10,37,110,27504,3.447,
170904,100150,-50.1948080,67.0968461,326.191,3D,1.985,12,37,110,26313,3.459,
170904,110150,-50.1948365,67.0968143,320.125,3D,1.891,12,37,110,26197,3.449,
170904,120150,-50.1948496,67.0968311,320.186,3D,2.942,11,37,110,25727,3.457,
170904,130150,-50.1948365,67.0968359,323.998,3D,2.134,12,37,110,24510,3.466,
170904,140150,-50.1948420,67.0967922,319.937,3D,2.451,11,37,110,23408,3.467,
170904,150150,-50.1948300,67.0968332,328.454,3D,2.227,12,37,110,23679,3.456,
170904,160150,-50.1948171,67.0968318,325.663,3D,1.997,11,37,110,23422,3.471,
170904,170150,-50.1948239,67.0968126,318.722,3D,2.244,11,37,110,23358,3.471,
170904,180150,-50.1948161,67.0968260,321.053,3D,3.265,11,37,109,20926,3.464,
170904,190150,-50.1948551,67.0968590,333.659,3D,2.814,8,37,110,21720,3.471,
170904,200150,-50.1947916,67.0968250,332.243,3D,2.064,11,37,110,23804,3.468,
170904,210150,-50.1948094,67.0968198,328.357,3D,1.607,11,37,109,25022,3.459,
170904,220150,-50.1948138,67.0968144,326.400,3D,2.033,9,37,110,26827,3.467,
170904,230200,-50.1948274,67.0967989,322.104,3D,2.327,11,37,118,28705,3.450,
170905,000150,-50.1947859,67.0968259,329.807,3D,1.565,11,37,109,29759,3.445,
170905,010150,-50.1947755,67.0968292,322.152,3D,1.639,11,37,110,29823,3.443,
170905,020150,-50.1947929,67.0968041,315.209,3D,1.602,12,37,110,30595,3.439,
170905,030150,-50.1948046,67.0968379,322.791,3D,1.974,12,37,109,30783,3.444,
170905,040150,-50.1948280,67.0968471,325.580,3D,1.959,12,36,109,30847,3.438,
170905,050150,-50.1948374,67.0968232,322.079,3D,3.133,11,37,110,31167,3.426,
170905,060150,-50.1948217,67.0968311,325.373,3D,2.327,11,37,110,31501,3.447,
170905,070150,-50.1948039,67.0968280,321.524,3D,4.860,8,36,109,31551,3.446,
170905,080150,-50.1948542,67.0968192,318.416,3D,2.191,10,37,110,31679,3.444,
170905,090150,-50.1948575,67.0968500,325.962,3D,2.294,10,37,109,30335,3.445,
170905,100150,-50.1948179,67.0968508,326.913,3D,2.137,10,37,110,26943,3.449,
170905,110150,-50.1948429,67.0968207,317.683,3D,1.601,13,37,110,25823,3.460,
170905,120150,-50.1948733,67.0968298,318.937,3D,3.006,11,37,110,24705,3.459,
170905,130150,-50.1948830,67.0968384,326.478,3D,2.083,12,37,110,21631,3.459,
170905,140150,-50.1948406,67.0968139,322.752,3D,2.837,12,37,110,23038,3.471,
170905,150150,-50.1948325,67.0968228,328.113,3D,2.103,12,37,109,21886,3.474,
170905,160150,-50.1948158,67.0968319,326.983,3D,2.254,11,37,110,21950,3.475,
170905,170150,-50.1948352,67.0968121,318.567,3D,2.353,11,37,109,21886,3.476,
170905,180150,-50.1948288,67.0968309,323.355,3D,2.350,11,37,110,22526,3.474,
170905,190150,-50.1948819,67.0968519,330.498,3D,3.405,7,37,110,23103,3.465,
170905,200150,-50.1947972,67.0968155,331.609,3D,1.818,12,37,110,23806,3.467,
170905,210150,-50.1948117,67.0968197,327.633,3D,1.554,11,37,110,23990,3.460,
170905,220150,-50.1948155,67.0968121,323.774,3D,2.033,10,37,110,26556,3.460,
170905,230150,-50.1947934,67.0968229,326.384,3D,1.674,13,37,110,28542,3.457,
170906,000150,-50.1947956,67.0968276,328.000,3D,1.627,11,36,110,29053,3.455,
170906,010150,-50.1947816,67.0968225,321.401,3D,1.834,10,37,110,29628,3.455,
170906,020150,-50.1947884,67.0968053,316.856,3D,1.590,11,37,110,29823,3.452,
170906,030150,-50.1947938,67.0968340,323.779,3D,1.918,11,37,110,29825,3.447,
170906,040150,-50.1948386,67.0968359,324.054,3D,2.260,11,37,110,30335,3.451,
170906,050150,-50.1948498,67.0968103,318.493,3D,2.349,10,37,110,30909,3.447,
170906,060150,-50.1948283,67.0968325,327.134,3D,2.281,11,37,110,31167,3.435,
170906,070150,-50.1948160,67.0968270,320.346,3D,4.105,8,36,110,31742,3.443,
170906,080150,-50.1948604,67.0968148,317.621,3D,3.500,10,37,110,31545,3.443,
170906,090150,-50.1948560,67.0968548,325.929,3D,2.331,10,37,110,30690,3.440,
170906,100150,-50.1948009,67.0968525,325.812,3D,2.203,12,37,110,27985,3.449,
170906,110150,-50.1948490,67.0968176,318.517,3D,1.618,13,37,110,26239,3.454,
170906,120150,-50.1948667,67.0968290,320.944,3D,2.959,11,36,109,25532,3.443,
170906,130150,-50.1948632,67.0968300,325.796,3D,1.979,10,37,110,23231,3.467,
170906,140150,-50.1948485,67.0968133,323.832,3D,2.103,11,37,110,18110,3.480,
170906,150150,-50.1948246,67.0968342,326.586,3D,2.635,11,37,110,20416,3.482,
170906,160150,-50.1948232,67.0968321,324.611,3D,2.131,12,37,110,21246,3.483,
170906,170150,-50.1948387,67.0968188,318.501,3D,2.173,11,37,110,22346,3.468,
170906,180150,-50.1948340,67.0968417,324.260,3D,2.174,12,37,110,21834,3.474,
170906,190150,-50.1948419,67.0968401,331.171,3D,2.595,9,37,109,23679,3.475,
170906,200150,-50.1948140,67.0968202,328.162,3D,2.643,11,37,110,25018,3.464,
170906,210150,-50.1948043,67.0968193,327.739,3D,1.581,12,37,110,26303,3.457,
170906,220150,-50.1948138,67.0968185,324.758,3D,1.837,11,37,110,27391,3.455,
170906,230150,-50.1948179,67.0968184,329.079,3D,1.570,12,37,110,28179,3.444,
170907,000150,-50.1947876,67.0968206,328.152,3D,1.595,11,37,110,28351,3.455,
170907,010150,-50.1948000,67.0968211,321.451,3D,1.724,11,37,110,28610,3.454,
170907,020150,-50.1948103,67.0968167,317.919,3D,1.484,12,36,110,29439,3.451,
170907,030150,-50.1948368,67.0968352,322.440,3D,1.695,12,36,110,28670,3.447,
170907,040150,-50.1948521,67.0968462,328.182,3D,2.195,11,37,109,28991,3.451,
170907,050150,-50.1948519,67.0968161,321.055,3D,1.786,11,36,110,29055,3.451,
170907,060150,-50.1948312,67.0968451,330.461,3D,2.290,11,37,110,28991,3.437,
170907,070150,-50.1948336,67.0968239,320.340,3D,4.170,8,37,110,29359,3.451,
170907,080150,-50.1948690,67.0968264,319.554,3D,3.420,10,37,110,29311,3.447,
170907,090150,-50.1948633,67.0968477,326.521,3D,3.670,10,37,109,29247,3.446,
170907,100150,-50.1948294,67.0968515,326.302,3D,1.945,12,37,110,28036,3.451,
170907,110150,-50.1948300,67.0968215,316.718,3D,2.020,10,37,110,26815,3.449,
170907,120150,-50.1948691,67.0968355,321.934,3D,1.672,11,43,109,24827,3.458,
170907,130150,-50.1948624,67.0968336,324.843,3D,3.305,10,37,110,22846,3.462,
170907,140150,-50.1948576,67.0968172,325.260,3D,2.037,11,37,109,20549,3.474,
170907,150150,-50.1948388,67.0968366,330.445,3D,1.850,12,37,110,21758,3.472,
170907,160150,-50.1948282,67.0968241,321.818,3D,3.156,11,37,109,22014,3.474,
170907,170150,-50.1948452,67.0968071,318.065,3D,2.353,11,37,109,22655,3.471,
170907,180150,-50.1948408,67.0968357,323.146,3D,2.353,11,37,110,22522,3.465,
170907,190150,-50.1948621,67.0968414,330.974,3D,3.783,9,37,110,23334,3.471,
170907,200150,-50.1948026,67.0968310,331.869,3D,1.789,11,37,110,24767,3.461,
170907,210150,-50.1948379,67.0968277,325.659,3D,2.497,10,37,110,23358,3.470,
170907,220150,-50.1948229,67.0967913,319.633,3D,2.437,9,37,110,25729,3.455,
170907,230150,-50.1948019,67.0967973,326.424,3D,1.896,11,43,110,26430,3.463,
170908,000150,-50.1947800,67.0968197,330.107,3D,1.675,11,37,110,27008,3.450,
170908,010150,-50.1947930,67.0968294,322.088,3D,1.943,11,37,110,26933,3.448,
