12 828,151010,-47.0199375,67.0000355,1847.600,3D,2.052,8,37,110,20734,3.45
12 828,161010,-47.0198995,67.0000248,1847.700,3D,2.052,8,37,110,20734,3.45
12 828,171010,-47.0198787,67.0000363,1851.000,3D,2.052,8,37,110,20734,3.45
12 828,181010,-47.0198994,67.0000330,1849.100,3D,2.052,8,37,110,20734,3.45
12 828,191010,-47.0198742,67.0000177,1844.100,3D,2.052,8,37,110,20734,3.45
12 828,201010,-47.0199060,67.0000058,1843.600,3D,2.052,8,37,110,20734,3.45
12 828,211010,-47.0199094,67.0000252,1850.200,3D,2.052,8,37,110,20734,3.45
12 828,221010,-47.0198770,67.0000177,1849.900,3D,2.052,8,37,110,20734,3.45
12 828,231010,-47.0198539,67.0000238,1848.400,3D,2.052,8,37,110,20734,3.45
12 829, 01010,-47.0198174,67.0000193,1843.300,3D,2.052,8,37,110,20734,3.45
12 829, 11010,-47.0199190,67.0000155,1839.500,3D,2.052,8,37,110,20734,3.45
12 829, 21010,-47.0199075,67.0000208,1845.700,3D,2.052,8,37,110,20734,3.45
12 829, 31010,-47.0198580,67.0000140,1841.100,3D,2.052,8,37,110,20734,3.45
12 829, 41010,-47.0199079,67.0000092,1841.900,3D,2.052,8,37,110,20734,3.45
12 829, 51010,-47.0199204,67.0000017,1842.300,3D,2.052,8,37,110,20734,3.45
12 829, 61010,-47.0199082,67.0000233,1846.000,3D,2.052,8,37,110,20734,3.45
12 829, 71010,-47.0199180,66.9999857,1842.600,3D,2.052,8,37,110,20734,3.45
12 829, 81010,-47.0199002,67.0000050,1845.500,3D,2.052,8,37,110,20734,3.45
12 829, 91010,-47.0199432,67.0000060,1842.100,3D,2.052,8,37,110,20734,3.45
12 829,101010,-47.0199249,67.0000193,1843.600,3D,2.052,8,37,110,20734,3.45
12 829,111010,-47.0199369,67.0000237,1843.700,3D,2.052,8,37,110,20734,3.45
12 829,121010,-47.0199722,67.0000372,1856.800,3D,2.052,8,37,110,20734,3.45
12 829,131010,-47.0199132,67.0000132,1849.200,3D,2.052,8,37,110,20734,3.45
12 829,141010,-47.0199155,67.0000162,1846.300,3D,2.052,8,37,110,20734,3.45
12 829,151010,-47.0199100,67.0000313,1849.800,3D,2.052,8,37,110,20734,3.45
12 829,161010,-47.0198857,67.0000098,1847.100,3D,2.052,8,37,110,20734,3.45
12 829,171010,-47.0198895,67.0000233,1850.300,3D,2.052,8,37,110,20734,3.45
12 829,181010,-47.0198952,67.0000430,1852.700,3D,2.052,8,37,110,20734,3.45
12 829,191010,-47.0198940,67.0000268,1846.000,3D,2.052,8,37,110,20734,3.45
12 829,201010,-47.0198967,67.0000228,1846.700,3D,2.052,8,37,110,20734,3.45
12 829,211010,-47.0199277,67.0000258,1846.700,3D,2.052,8,37,110,20734,3.45
12 829,221010,-47.0198999,67.0000233,1848.600,3D,2.052,8,37,110,20734,3.45
12 829,231010,-47.0198470,67.0000285,1848.300,3D,2.052,8,37,110,20734,3.45
12 830, 01010,-47.0198592,67.0000295,1846.100,3D,2.052,8,37,110,20734,3.45
12 830, 11010,-47.0199080,67.0000297,1843.900,3D,2.052,8,37,110,20734,3.45
12 830, 21010,-47.0198989,67.0000240,1846.600,3D,2.052,8,37,110,20734,3.45
12 830, 31010,-47.0198900,67.0000122,1844.200,3D,2.052,8,37,110,20734,3.45
12 830, 41010,-47.0199007,67.0000148,1842.600,3D,2.052,8,37,110,20734,3.45
12 830, 51010,-47.0199195,67.0000157,1844.300,3D,2.052,8,37,110,20734,3.45
12 830, 61010,-47.0199415,67.0000452,1850.400,3D,2.052,8,37,110,20734,3.45
12 830, 71010,-47.0199217,67.0000112,1842.400,3D,2.052,8,37,110,20734,3.45
12 830, 81010,-47.0199125,67.0000093,1846.200,3D,2.052,8,37,110,20734,3.45
12 830, 91010,-47.0199484,67.0000147,1846.200,3D,2.052,8,37,110,20734,3.45
12 830,101010,-47.0199409,67.0000148,1845.100,3D,2.052,8,37,110,20734,3.45
12 830,111010,-47.0199570,67.0000290,1845.100,3D,2.052,8,37,110,20734,3.45
