1.990500000000000000e+03;nan;-1.469999999999999973e+00
1.991500000000000000e+03;nan;8.000000000000007105e-02
1.992500000000000000e+03;nan;-1.400000000000001243e-01
1.993500000000000000e+03;nan;-4.499999999999999556e-01
1.994500000000000000e+03;nan;-1.089999999999999858e+00
1.995500000000000000e+03;nan;-3.000000000000024869e-02
1.996500000000000000e+03;nan;-8.799999999999998934e-01
1.997500000000000000e+03;nan;-9.700000000000001954e-01
1.998500000000000000e+03;nan;-8.599999999999994316e-01
1.999500000000000000e+03;nan;-5.100000000000006750e-01
2.000500000000000000e+03;nan;-4.899999999999993250e-01
2.001500000000000000e+03;nan;-9.300000000000006040e-01
2.002500000000000000e+03;nan;-1.070999999999999730e+00
2.003500000000000000e+03;nan;-6.570000000000000284e-01
2.004500000000000000e+03;nan;-1.664999999999992042e-01
2.005500000000000000e+03;nan;-2.300000000000004263e-01
2.006500000000000000e+03;nan;-1.160000000000000142e+00
2.007500000000000000e+03;nan;-4.399999999999995026e-01
2.008500000000000000e+03;nan;-2.160000000000010800e-01
2.009500000000000000e+03;7.708813842589560750e+01;-1.929999999999999716e+00
2.010500000000000000e+03;7.939344780941304691e+01;-1.884999999999999787e+00
2.011500000000000000e+03;7.534947798099891259e+01;-1.943999999999999062e+00
2.012500000000000000e+03;7.927120656699560186e+01;-9.224999999999994316e-01
2.013500000000000000e+03;7.590774694923845800e+01;-1.017000000000003013e+00
2.014500000000000000e+03;7.968404177884565343e+01;-1.709999999999993747e-01
2.015500000000000000e+03;7.129520574113186626e+01;-1.789999999999999147e+00
2.016500000000000000e+03;7.921750278158791048e+01;nan
2.017500000000000000e+03;7.471860325893803179e+01;nan
2.018500000000000000e+03;7.840598416038409368e+01;nan
