1.990500000000000000e+03;nan;-3.640000000000000124e+00
1.991500000000000000e+03;nan;-2.029999999999999805e+00
1.992500000000000000e+03;nan;-3.040000000000000924e+00
1.993500000000000000e+03;nan;-3.489999999999998437e+00
1.994500000000000000e+03;nan;-4.000000000000000000e+00
1.995500000000000000e+03;nan;-2.870000000000000995e+00
1.996500000000000000e+03;nan;-3.870000000000000995e+00
1.997500000000000000e+03;nan;-4.079999999999998295e+00
1.998500000000000000e+03;nan;-3.769999999999999574e+00
1.999500000000000000e+03;nan;-3.310000000000002274e+00
2.000500000000000000e+03;nan;-3.659999999999996589e+00
2.001500000000000000e+03;nan;-3.289999999999999147e+00
2.002500000000000000e+03;nan;-3.888000000000005230e+00
2.003500000000000000e+03;nan;-3.986999999999994770e+00
2.004500000000000000e+03;nan;-3.631500000000002615e+00
2.005500000000000000e+03;nan;-3.700000000000002842e+00
2.006500000000000000e+03;9.716727546498240997e+01;-4.189999999999997726e+00
2.007500000000000000e+03;8.447401311558651571e+01;-4.094999999999998863e+00
2.008500000000000000e+03;nan;-3.375000000000000000e+00
2.009500000000000000e+03;1.131200609645400164e+02;-5.120000000000004547e+00
2.010500000000000000e+03;1.072511306089549379e+02;-4.859999999999999432e+00
2.011500000000000000e+03;1.054968435237747428e+02;-4.058999999999997499e+00
2.012500000000000000e+03;9.086932197245218390e+01;-3.172499999999999432e+00
2.013500000000000000e+03;9.394452269581759651e+01;-4.067999999999997840e+00
2.014500000000000000e+03;1.058659223341241784e+02;-2.759000000000000341e+00
2.015500000000000000e+03;nan;-4.170000000000001705e+00
2.016500000000000000e+03;1.153995398348539538e+02;nan
2.017500000000000000e+03;9.767156497876716514e+01;nan
2.018500000000000000e+03;1.196596928571079417e+02;nan
