1.990500000000000000e+03;nan;-1.750000000000000000e+00
1.991500000000000000e+03;nan;-2.999999999999998224e-01
1.992500000000000000e+03;nan;-1.600000000000000089e+00
1.993500000000000000e+03;nan;-1.060000000000000053e+00
1.994500000000000000e+03;nan;-1.780000000000000249e+00
1.995500000000000000e+03;nan;-4.699999999999997513e-01
1.996500000000000000e+03;nan;-1.639999999999999680e+00
1.997500000000000000e+03;nan;-1.570000000000000284e+00
1.998500000000000000e+03;nan;-1.300000000000000711e+00
1.999500000000000000e+03;nan;-1.049999999999998934e+00
2.000500000000000000e+03;nan;-9.800000000000004263e-01
2.001500000000000000e+03;nan;-1.550000000000000711e+00
2.002500000000000000e+03;nan;-1.772999999999999687e+00
2.003500000000000000e+03;nan;-1.727999999999997982e+00
2.004500000000000000e+03;nan;-1.566000000000002501e+00
2.005500000000000000e+03;nan;-1.129999999999999005e+00
2.006500000000000000e+03;nan;-2.300000000000000711e+00
2.007500000000000000e+03;nan;-1.359999999999999432e+00
2.008500000000000000e+03;nan;-1.466999999999998749e+00
2.009500000000000000e+03;9.785999456265605545e+01;-2.985000000000002984e+00
2.010500000000000000e+03;1.009695543474750110e+02;-1.591199999999997061e+00
2.011500000000000000e+03;9.588957390334833519e+01;-2.565000000000001279e+00
2.012500000000000000e+03;9.812441429163958162e+01;-1.102499999999999147e+00
2.013500000000000000e+03;9.578116240957801608e+01;-1.692000000000000171e+00
2.014500000000000000e+03;1.034135427599434820e+02;-6.300000000000025580e-01
2.015500000000000000e+03;9.719897880926151856e+01;-2.750000000000000000e+00
2.016500000000000000e+03;1.078421568480044215e+02;nan
2.017500000000000000e+03;nan;nan
2.018500000000000000e+03;1.094486899178356083e+02;nan
