2006.6755137;-58.0784475618;-4.04741014183;58.2193060766;66.9998111406;-47.0127925016;1850.65104167;66.9998103427;-47.0128218047;1849.97552083;
2006.69743151;-55.3872810717;7.60078265917;55.9063753211;66.9998103427;-47.0128218047;1849.97552083;66.9998118411;-47.01284975;1849.84427083;
2006.71934932;-48.8467168146;8.8662586828;49.6448616334;66.9998118411;-47.01284975;1849.84427083;66.9998135891;-47.0128743953;1850.00989583;
2006.74126712;-44.1972997956;-5.03020162153;44.4826284922;66.9998135891;-47.0128743953;1850.00989583;66.9998125974;-47.0128966948;1849.46458333;
2006.76318493;-64.9555297891;7.3550847174;65.3706212406;66.9998125974;-47.0128966948;1849.46458333;66.9998140474;-47.0129294677;1848.44739583;
2006.78510274;-40.0815771218;0.932595166235;40.0924251987;66.9998140474;-47.0129294677;1848.44739583;66.9998142312;-47.0129496906;1848.70260417;
2006.80702055;-57.7708191374;15.5767167628;59.8339506377;66.9998142312;-47.0129496906;1848.70260417;66.9998173021;-47.0129788385;1847.5921875;
2006.82893836;-48.8993523996;9.82527305591;49.8766744654;66.9998173021;-47.0129788385;1847.5921875;66.9998192391;-47.0130035104;1847.74375;
2006.85085616;-52.5102820227;-9.29953245517;53.3273946671;66.9998192391;-47.0130035104;1847.74375;66.9998174057;-47.0130300042;1847.915625;
2006.87277397;-58.4552167174;-2.39093086138;58.5040931206;66.9998174057;-47.0130300042;1847.915625;66.9998169344;-47.0130594974;1846.64427083;
2006.89469178;-42.7634495047;5.63784144057;43.1334889575;66.9998169344;-47.0130594974;1846.64427083;66.9998180458;-47.0130810734;1846.88489583;
2006.91660959;-50.6108798104;-6.53873363006;51.0315215594;66.9998180458;-47.0130810734;1846.88489583;66.9998167568;-47.0131066089;1846.784375;
2006.9385274;-50.9061160587;6.68139698856;51.3427085173;66.9998167568;-47.0131066089;1846.784375;66.999818074;-47.0131322932;1847.17447917;
2006.96044521;-59.3564001116;9.39992500976;60.096096582;66.999818074;-47.0131322932;1847.17447917;66.9998199271;-47.0131622411;1846.84947917;
2006.98236301;-53.8667032178;5.87561372854;54.1862026003;66.9998199271;-47.0131622411;1846.84947917;66.9998210854;-47.0131894193;1847.63802083;
2007.00428082;-22.973504716;-7.16486700221;24.0648548322;66.9998210854;-47.0131894193;1847.63802083;66.9998196729;-47.0132010104;1847.08854167;
2007.02619863;-73.8455505902;25.4310508393;78.1018801871;66.9998196729;-47.0132010104;1847.08854167;66.9998246865;-47.0132382688;1846.75182292;
2007.04811644;-36.9258645258;-5.43705618665;37.3240010041;66.9998246865;-47.0132382688;1846.75182292;66.9998236146;-47.0132568995;1847.98072917;
2007.07003425;-63.0406117178;10.3166687239;63.8792014612;66.9998236146;-47.0132568995;1847.98072917;66.9998256484;-47.0132887063;1847.9765625;
2007.09195205;-56.2904954691;17.309811492;58.8918453951;66.9998256484;-47.0132887063;1847.9765625;66.9998290609;-47.0133171073;1848.06875;
2007.11386986;-37.1044431742;-6.9667235612;37.7528136759;66.9998290609;-47.0133171073;1848.06875;66.9998276875;-47.0133358281;1848.13645833;
2007.13578767;-63.6269389144;6.1265952956;63.9212212457;66.9998276875;-47.0133358281;1848.13645833;66.9998288953;-47.0133679307;1848.23958333;
2007.15770548;-48.8177785992;0.470260518258;48.8200435509;66.9998288953;-47.0133679307;1848.23958333;66.999828988;-47.0133925615;1847.46510417;
2007.17962329;-44.8445143527;0.34080672743;44.8458093556;66.999828988;-47.0133925615;1847.46510417;66.9998290552;-47.0134151875;1847.32239583;
2007.2015411;-47.3054811092;2.884968558;47.3933707026;66.9998290552;-47.0134151875;1847.32239583;66.999829624;-47.0134390552;1847.73333333;
2007.2234589;-61.4033925383;3.99192991492;61.5330165005;66.999829624;-47.0134390552;1847.73333333;66.9998304109;-47.0134700359;1847.83385417;
2007.24537671;-53.0604656552;4.39085875398;53.2418318256;66.9998304109;-47.0134700359;1847.83385417;66.9998312766;-47.0134968073;1848.303125;
2007.26729452;-48.8064186815;-1.10167751553;48.8188508454;66.9998312766;-47.0134968073;1848.303125;66.9998310594;-47.0135214323;1847.84375;
2007.28921233;-46.7501080592;9.18593018837;47.6440333827;66.9998310594;-47.0135214323;1847.84375;66.9998328703;-47.0135450198;1848.61770833;
2007.31113014;-57.7666457136;11.9071001667;58.9810511214;66.9998328703;-47.0135450198;1848.61770833;66.9998352177;-47.0135741656;1849.459375;
2007.33304795;-49.8294047134;2.90874573628;49.9142301939;66.9998352177;-47.0135741656;1849.459375;66.9998357911;-47.0135993068;1849.6859375;
2007.35496575;-53.6261457952;-3.82813140714;53.7626087808;66.9998357911;-47.0135993068;1849.6859375;66.9998350365;-47.0136263635;1849.8078125;
2007.37688356;-54.0772557878;0.863905515878;54.0841559635;66.9998350365;-47.0136263635;1849.8078125;66.9998352068;-47.0136536479;1849.22760417;
2007.39880137;-52.1437865553;4.47539992872;52.3354915984;66.9998352068;-47.0136536479;1849.22760417;66.9998360891;-47.0136799568;1850.41770833;
2007.42071918;-54.9660503568;15.3310188931;57.0640590225;66.9998360891;-47.0136799568;1850.41770833;66.9998391115;-47.0137076896;1851.771875;
2007.44263699;-40.4923849836;5.5585841073;40.872131079;66.9998391115;-47.0137076896;1851.771875;66.9998402073;-47.0137281198;1851.515625;
2007.46455479;-56.0323907133;5.7303085574;56.3246415453;66.9998402073;-47.0137281198;1851.515625;66.999841337;-47.0137563906;1851.96979167;
2007.4864726;-50.6077344811;2.43055956406;50.6660676301;66.999841337;-47.0137563906;1851.96979167;66.9998418161;-47.0137819245;1851.66927083;
